fecha,peaje,sentido_1,sentido_2,total,tipo_dia,trm_dolar
2025-05-14,PEAJE CANO,2536,1279,3815,entre_semana,4204.63
2025-05-14,PEAJE CASABLANCA,8259,4249,12508,entre_semana,4204.63
2025-05-14,PEAJE CERRITOS II,11741,6616,18357,entre_semana,4204.63
2025-05-14,PEAJE COCORNA,5492,2598,8090,entre_semana,4204.63
2025-05-14,PEAJE CURITI,4264,2369,6633,entre_semana,4204.63
2025-05-14,PEAJE EL BORDO,3303,1657,4960,entre_semana,4204.63
2025-05-14,PEAJE EL CORZO,9503,9503,19006,entre_semana,4204.63
2025-05-14,PEAJE EL CRUCERO,2144,1034,3178,entre_semana,4204.63
2025-05-14,PEAJE EL KORAN,5761,3040,8801,entre_semana,4204.63
2025-05-14,PEAJE GARZON 1,5905,5905,11810,entre_semana,4204.63
2025-05-14,PEAJE GARZON 2,6203,0,6203,entre_semana,4204.63
2025-05-14,PEAJE LA PARADA,0,0,0,entre_semana,4204.63
2025-05-14,PEAJE LAS FLORES,10996,5491,16487,entre_semana,4204.63
2025-05-14,PEAJE LOS CUROS,4846,2588,7434,entre_semana,4204.63
2025-05-14,PEAJE LOS LLANOS,3443,1739,5182,entre_semana,4204.63
2025-05-14,PEAJE OIBA,3675,2034,5709,entre_semana,4204.63
2025-05-14,PEAJE PLATANAL,2087,1166,3253,entre_semana,4204.63
2025-05-14,PEAJE PUERTO TRIUNFO,4510,2445,6955,entre_semana,4204.63
2025-05-14,PEAJE RINCON HONDO,1746,933,2679,entre_semana,4204.63
2025-05-14,PEAJE RIO BLANCO,3000,1596,4596,entre_semana,4204.63
2025-05-14,PEAJE RIO BOGOTA,23520,23520,47040,entre_semana,4204.63
2025-05-14,PEAJE RIO FRIO,1072,477,1549,entre_semana,4204.63
2025-05-14,PEAJE SABOYA,2389,1299,3688,entre_semana,4204.63
2025-05-14,PEAJE SACHICA,3360,1538,4898,entre_semana,4204.63
2025-05-14,PEAJE SAN DIEGO,4062,1994,6056,entre_semana,4204.63
2025-05-14,PEAJE SAN JUAN,5002,2507,7509,entre_semana,4204.63
2025-05-14,PEAJE SANCLEMENTE,843,422,1265,entre_semana,4204.63
2025-05-14,PEAJE TARAZA,2617,1291,3908,entre_semana,4204.63
2025-05-14,PEAJE TORO,1309,704,2013,entre_semana,4204.63
2025-05-14,PEAJE TUNEL LA LINEA QUINDIO,4178,0,4178,entre_semana,4204.63
2025-05-14,PEAJE TUNEL LA LINEA TOLIMA,4032,4032,8064,entre_semana,4204.63
2025-05-14,PEJE CARIMAGUA,2190,1143,3333,entre_semana,4204.63
2025-05-15,PEAJE  LA ESPERANZA,3794,1880,5674,entre_semana,4194.18
2025-05-15,PEAJE ARCABUCO,3698,1770,5468,entre_semana,4194.18
2025-05-15,PEAJE BICENTENARIO,1925,1008,2933,entre_semana,4194.18
2025-05-15,PEAJE CANO,2696,1365,4061,entre_semana,4194.18
2025-05-15,PEAJE CASABLANCA,8502,4384,12886,entre_semana,4194.18
2025-05-15,PEAJE CERRITOS II,11760,6761,18521,entre_semana,4194.18
2025-05-15,PEAJE COCORNA,5823,2866,8689,entre_semana,4194.18
2025-05-15,PEAJE CURITI,4304,2385,6689,entre_semana,4194.18
2025-05-15,PEAJE EL BORDO,3279,1551,4830,entre_semana,4194.18
2025-05-15,PEAJE EL CORZO,9516,9516,19032,entre_semana,4194.18
2025-05-15,PEAJE EL CRUCERO,2185,1105,3290,entre_semana,4194.18
2025-05-15,PEAJE EL KORAN,5877,2840,8717,entre_semana,4194.18
2025-05-15,PEAJE GARZON 1,5963,5963,11926,entre_semana,4194.18
2025-05-15,PEAJE GARZON 2,6022,0,6022,entre_semana,4194.18
2025-05-15,PEAJE LA PARADA,0,0,0,entre_semana,4194.18
2025-05-15,PEAJE LAS FLORES,11004,5482,16486,entre_semana,4194.18
2025-05-15,PEAJE LOS CUROS,4845,2597,7442,entre_semana,4194.18
2025-05-15,PEAJE LOS LLANOS,3502,1753,5255,entre_semana,4194.18
2025-05-15,PEAJE OIBA,3706,2037,5743,entre_semana,4194.18
2025-05-15,PEAJE PLATANAL,2211,1191,3402,entre_semana,4194.18
2025-05-15,PEAJE PUERTO TRIUNFO,4626,2375,7001,entre_semana,4194.18
2025-05-15,PEAJE RINCON HONDO,1836,945,2781,entre_semana,4194.18
2025-05-15,PEAJE RIO BLANCO,3114,1593,4707,entre_semana,4194.18
2025-05-15,PEAJE RIO BOGOTA,25303,25303,50606,entre_semana,4194.18
2025-05-15,PEAJE RIO FRIO,1085,523,1608,entre_semana,4194.18
2025-05-15,PEAJE SABOYA,2402,1312,3714,entre_semana,4194.18
2025-05-15,PEAJE SACHICA,4122,1930,6052,entre_semana,4194.18
2025-05-15,PEAJE SAN DIEGO,4214,2059,6273,entre_semana,4194.18
2025-05-15,PEAJE SAN JUAN,5109,2695,7804,entre_semana,4194.18
2025-05-15,PEAJE SANCLEMENTE,877,435,1312,entre_semana,4194.18
2025-05-15,PEAJE TARAZA,2669,1456,4125,entre_semana,4194.18
2025-05-15,PEAJE TORO,1361,761,2122,entre_semana,4194.18
2025-05-15,PEAJE TUNEL LA LINEA QUINDIO,4299,0,4299,entre_semana,4194.18
2025-05-15,PEAJE TUNEL LA LINEA TOLIMA,3957,3957,7914,entre_semana,4194.18
2025-05-15,PEJE CARIMAGUA,2218,1105,3323,entre_semana,4194.18
2025-05-16,PEAJE  LA ESPERANZA,4353,2237,6590,entre_semana,4196.66
2025-05-16,PEAJE ARCABUCO,4209,1899,6108,entre_semana,4196.66
2025-05-16,PEAJE BICENTENARIO,2106,1094,3200,entre_semana,4196.66
2025-05-16,PEAJE CANO,2545,1313,3858,entre_semana,4196.66
2025-05-16,PEAJE CASABLANCA,9384,5251,14635,entre_semana,4196.66
2025-05-16,PEAJE CERRITOS II,13066,7620,20686,entre_semana,4196.66
2025-05-16,PEAJE COCORNA,6065,3045,9110,entre_semana,4196.66
2025-05-16,PEAJE CURITI,4586,2286,6872,entre_semana,4196.66
2025-05-16,PEAJE EL BORDO,3365,1596,4961,entre_semana,4196.66
2025-05-16,PEAJE EL CORZO,10000,10000,20000,entre_semana,4196.66
2025-05-16,PEAJE EL CRUCERO,2233,1167,3400,entre_semana,4196.66
2025-05-16,PEAJE EL KORAN,5120,2316,7436,entre_semana,4196.66
2025-05-16,PEAJE GARZON 1,6779,6779,13558,entre_semana,4196.66
2025-05-16,PEAJE GARZON 2,6794,0,6794,entre_semana,4196.66
2025-05-16,PEAJE LA PARADA,0,0,0,entre_semana,4196.66
2025-05-16,PEAJE LAS FLORES,11679,5855,17534,entre_semana,4196.66
2025-05-16,PEAJE LOS CUROS,5257,2569,7826,entre_semana,4196.66
2025-05-16,PEAJE LOS LLANOS,3331,1693,5024,entre_semana,4196.66
2025-05-16,PEAJE OIBA,3663,1960,5623,entre_semana,4196.66
2025-05-16,PEAJE PLATANAL,2200,1125,3325,entre_semana,4196.66
2025-05-16,PEAJE PUERTO TRIUNFO,4409,2236,6645,entre_semana,4196.66
2025-05-16,PEAJE RINCON HONDO,1821,949,2770,entre_semana,4196.66
2025-05-16,PEAJE RIO BLANCO,3069,1448,4517,entre_semana,4196.66
2025-05-16,PEAJE RIO BOGOTA,25777,25777,51554,entre_semana,4196.66
2025-05-16,PEAJE RIO FRIO,1051,487,1538,entre_semana,4196.66
2025-05-16,PEAJE SABOYA,2459,1365,3824,entre_semana,4196.66
2025-05-16,PEAJE SACHICA,4937,2705,7642,entre_semana,4196.66
2025-05-16,PEAJE SAN DIEGO,4441,2119,6560,entre_semana,4196.66
2025-05-16,PEAJE SAN JUAN,5592,3007,8599,entre_semana,4196.66
2025-05-16,PEAJE SANCLEMENTE,1092,562,1654,entre_semana,4196.66
2025-05-16,PEAJE TARAZA,2526,1202,3728,entre_semana,4196.66
2025-05-16,PEAJE TORO,1343,731,2074,entre_semana,4196.66
2025-05-16,PEAJE TUNEL LA LINEA QUINDIO,3780,0,3780,entre_semana,4196.66
2025-05-16,PEAJE TUNEL LA LINEA TOLIMA,3550,3550,7100,entre_semana,4196.66
2025-05-16,PEJE CARIMAGUA,2106,1115,3221,entre_semana,4196.66
2025-05-17,PEAJE  LA ESPERANZA,4026,2111,6137,fin_de_semana,4194.28
2025-05-17,PEAJE ARCABUCO,3724,1617,5341,fin_de_semana,4194.28
2025-05-17,PEAJE BICENTENARIO,1822,889,2711,fin_de_semana,4194.28
2025-05-17,PEAJE CANO,2470,1208,3678,fin_de_semana,4194.28
2025-05-17,PEAJE CASABLANCA,9140,5368,14508,fin_de_semana,4194.28
2025-05-17,PEAJE CERRITOS II,11860,6693,18553,fin_de_semana,4194.28
2025-05-17,PEAJE COCORNA,5188,2718,7906,fin_de_semana,4194.28
2025-05-17,PEAJE CURITI,4055,1932,5987,fin_de_semana,4194.28
2025-05-17,PEAJE EL BORDO,3373,1630,5003,fin_de_semana,4194.28
2025-05-17,PEAJE EL CORZO,9511,9511,19022,fin_de_semana,4194.28
2025-05-17,PEAJE EL CRUCERO,1910,893,2803,fin_de_semana,4194.28
2025-05-17,PEAJE EL KORAN,4434,2064,6498,fin_de_semana,4194.28
2025-05-17,PEAJE GARZON 1,5861,5861,11722,fin_de_semana,4194.28
2025-05-17,PEAJE GARZON 2,5546,0,5546,fin_de_semana,4194.28
2025-05-17,PEAJE LA PARADA,0,0,0,fin_de_semana,4194.28
2025-05-17,PEAJE LAS FLORES,10201,5031,15232,fin_de_semana,4194.28
2025-05-17,PEAJE LOS CUROS,4569,2089,6658,fin_de_semana,4194.28
2025-05-17,PEAJE LOS LLANOS,2979,1605,4584,fin_de_semana,4194.28
2025-05-17,PEAJE OIBA,3220,1715,4935,fin_de_semana,4194.28
2025-05-17,PEAJE PLATANAL,2017,1045,3062,fin_de_semana,4194.28
2025-05-17,PEAJE PUERTO TRIUNFO,3268,1497,4765,fin_de_semana,4194.28
2025-05-17,PEAJE RINCON HONDO,1636,752,2388,fin_de_semana,4194.28
2025-05-17,PEAJE RIO BLANCO,2846,1385,4231,fin_de_semana,4194.28
2025-05-17,PEAJE RIO BOGOTA,27102,27102,54204,fin_de_semana,4194.28
2025-05-17,PEAJE RIO FRIO,904,489,1393,fin_de_semana,4194.28
2025-05-17,PEAJE SABOYA,2337,1405,3742,fin_de_semana,4194.28
2025-05-17,PEAJE SACHICA,5025,2736,7761,fin_de_semana,4194.28
2025-05-17,PEAJE SAN DIEGO,3881,1949,5830,fin_de_semana,4194.28
2025-05-17,PEAJE SAN JUAN,5036,2751,7787,fin_de_semana,4194.28
2025-05-17,PEAJE SANCLEMENTE,992,496,1488,fin_de_semana,4194.28
2025-05-17,PEAJE TARAZA,2225,963,3188,fin_de_semana,4194.28
2025-05-17,PEAJE TORO,1261,670,1931,fin_de_semana,4194.28
2025-05-17,PEAJE TUNEL LA LINEA QUINDIO,3863,0,3863,fin_de_semana,4194.28
2025-05-17,PEAJE TUNEL LA LINEA TOLIMA,3228,3228,6456,fin_de_semana,4194.28
2025-05-17,PEJE CARIMAGUA,1831,1153,2984,fin_de_semana,4194.28
2025-05-18,PEAJE  LA ESPERANZA,3374,1767,5141,fin_de_semana,
2025-05-18,PEAJE ARCABUCO,4339,2419,6758,fin_de_semana,
2025-05-18,PEAJE BICENTENARIO,850,348,1198,fin_de_semana,
2025-05-18,PEAJE CANO,2264,1383,3647,fin_de_semana,
2025-05-18,PEAJE CASABLANCA,10415,4291,14706,fin_de_semana,
2025-05-18,PEAJE CERRITOS II,10378,5750,16128,fin_de_semana,
2025-05-18,PEAJE COCORNA,5345,2229,7574,fin_de_semana,
2025-05-18,PEAJE CURITI,4204,2501,6705,fin_de_semana,
2025-05-18,PEAJE EL BORDO,3037,1502,4539,fin_de_semana,
2025-05-18,PEAJE EL CORZO,12717,12717,25434,fin_de_semana,
2025-05-18,PEAJE EL CRUCERO,1899,888,2787,fin_de_semana,
2025-05-18,PEAJE EL KORAN,5726,2737,8463,fin_de_semana,
2025-05-18,PEAJE GARZON 1,3786,3786,7572,fin_de_semana,
2025-05-18,PEAJE GARZON 2,4676,0,4676,fin_de_semana,
2025-05-18,PEAJE LA PARADA,0,0,0,fin_de_semana,
2025-05-18,PEAJE LAS FLORES,7764,3923,11687,fin_de_semana,
2025-05-18,PEAJE LOS CUROS,4669,2776,7445,fin_de_semana,
2025-05-18,PEAJE LOS LLANOS,3134,1624,4758,fin_de_semana,
2025-05-18,PEAJE OIBA,3363,1677,5040,fin_de_semana,
2025-05-18,PEAJE PLATANAL,1726,946,2672,fin_de_semana,
2025-05-18,PEAJE PUERTO TRIUNFO,3590,1839,5429,fin_de_semana,
2025-05-18,PEAJE RINCON HONDO,1320,778,2098,fin_de_semana,
2025-05-18,PEAJE RIO BLANCO,2423,1221,3644,fin_de_semana,
2025-05-18,PEAJE RIO BOGOTA,23228,23228,46456,fin_de_semana,
2025-05-18,PEAJE RIO FRIO,865,354,1219,fin_de_semana,
2025-05-18,PEAJE SABOYA,2491,1020,3511,fin_de_semana,
2025-05-18,PEAJE SACHICA,5727,2410,8137,fin_de_semana,
2025-05-18,PEAJE SAN DIEGO,2822,1356,4178,fin_de_semana,
2025-05-18,PEAJE SAN JUAN,4003,1787,5790,fin_de_semana,
2025-05-18,PEAJE SANCLEMENTE,787,363,1150,fin_de_semana,
2025-05-18,PEAJE TARAZA,2465,1241,3706,fin_de_semana,
2025-05-18,PEAJE TORO,1189,608,1797,fin_de_semana,
2025-05-18,PEAJE TUNEL LA LINEA QUINDIO,3650,0,3650,fin_de_semana,
2025-05-18,PEAJE TUNEL LA LINEA TOLIMA,3343,3343,6686,fin_de_semana,
2025-05-18,PEJE CARIMAGUA,1890,866,2756,fin_de_semana,
2025-05-19,PEAJE  LA ESPERANZA,3630,1859,5489,entre_semana,
2025-05-19,PEAJE ARCABUCO,3363,1642,5005,entre_semana,
2025-05-19,PEAJE BICENTENARIO,1841,953,2794,entre_semana,
2025-05-19,PEAJE CANO,2134,975,3109,entre_semana,
2025-05-19,PEAJE CASABLANCA,8234,4112,12346,entre_semana,
2025-05-19,PEAJE CERRITOS II,10635,5667,16302,entre_semana,
2025-05-19,PEAJE COCORNA,5139,2788,7927,entre_semana,
2025-05-19,PEAJE CURITI,4020,2184,6204,entre_semana,
2025-05-19,PEAJE EL BORDO,2910,1500,4410,entre_semana,
2025-05-19,PEAJE EL CORZO,9217,9217,18434,entre_semana,
2025-05-19,PEAJE EL CRUCERO,1892,885,2777,entre_semana,
2025-05-19,PEAJE EL KORAN,4830,2314,7144,entre_semana,
2025-05-19,PEAJE GARZON 1,5722,5722,11444,entre_semana,
2025-05-19,PEAJE GARZON 2,6172,0,6172,entre_semana,
2025-05-19,PEAJE LA PARADA,0,0,0,entre_semana,
2025-05-19,PEAJE LAS FLORES,10497,5260,15757,entre_semana,
2025-05-19,PEAJE LOS CUROS,4518,2354,6872,entre_semana,
2025-05-19,PEAJE LOS LLANOS,2813,1299,4112,entre_semana,
2025-05-19,PEAJE OIBA,3173,1611,4784,entre_semana,
2025-05-19,PEAJE PLATANAL,1844,978,2822,entre_semana,
2025-05-19,PEAJE PUERTO TRIUNFO,3931,1836,5767,entre_semana,
2025-05-19,PEAJE RINCON HONDO,1592,821,2413,entre_semana,
2025-05-19,PEAJE RIO BLANCO,2682,1415,4097,entre_semana,
2025-05-19,PEAJE RIO BOGOTA,22356,22356,44712,entre_semana,
2025-05-19,PEAJE RIO FRIO,829,261,1090,entre_semana,
2025-05-19,PEAJE SABOYA,2276,1123,3399,entre_semana,
2025-05-19,PEAJE SACHICA,3618,1590,5208,entre_semana,
2025-05-19,PEAJE SAN DIEGO,4215,2128,6343,entre_semana,
2025-05-19,PEAJE SAN JUAN,5333,2671,8004,entre_semana,
2025-05-19,PEAJE SANCLEMENTE,930,460,1390,entre_semana,
2025-05-19,PEAJE TARAZA,1986,1037,3023,entre_semana,
2025-05-19,PEAJE TORO,1135,654,1789,entre_semana,
2025-05-19,PEAJE TUNEL LA LINEA QUINDIO,3423,0,3423,entre_semana,
2025-05-19,PEAJE TUNEL LA LINEA TOLIMA,3534,3534,7068,entre_semana,
2025-05-19,PEJE CARIMAGUA,1540,984,2524,entre_semana,
2025-05-20,PEAJE  LA ESPERANZA,3816,2047,5863,entre_semana,4168.03
2025-05-20,PEAJE ARCABUCO,3394,1640,5034,entre_semana,4168.03
2025-05-20,PEAJE BICENTENARIO,1646,827,2473,entre_semana,4168.03
2025-05-20,PEAJE CANO,2439,1139,3578,entre_semana,4168.03
2025-05-20,PEAJE CASABLANCA,8174,4261,12435,entre_semana,4168.03
2025-05-20,PEAJE CERRITOS II,10759,6040,16799,entre_semana,4168.03
2025-05-20,PEAJE COCORNA,4041,2098,6139,entre_semana,4168.03
2025-05-20,PEAJE CURITI,4094,2188,6282,entre_semana,4168.03
2025-05-20,PEAJE EL BORDO,3161,1619,4780,entre_semana,4168.03
2025-05-20,PEAJE EL CORZO,9203,9203,18406,entre_semana,4168.03
2025-05-20,PEAJE EL CRUCERO,1748,899,2647,entre_semana,4168.03
2025-05-20,PEAJE EL KORAN,4936,2479,7415,entre_semana,4168.03
2025-05-20,PEAJE GARZON 1,5805,5805,11610,entre_semana,4168.03
2025-05-20,PEAJE GARZON 2,5972,0,5972,entre_semana,4168.03
2025-05-20,PEAJE LA PARADA,0,0,0,entre_semana,4168.03
2025-05-20,PEAJE LAS FLORES,10555,5280,15835,entre_semana,4168.03
2025-05-20,PEAJE LOS CUROS,4590,2337,6927,entre_semana,4168.03
2025-05-20,PEAJE LOS LLANOS,3290,1563,4853,entre_semana,4168.03
2025-05-20,PEAJE OIBA,3459,1836,5295,entre_semana,4168.03
2025-05-20,PEAJE PLATANAL,2028,1111,3139,entre_semana,4168.03
2025-05-20,PEAJE PUERTO TRIUNFO,2889,1396,4285,entre_semana,4168.03
2025-05-20,PEAJE RINCON HONDO,1609,811,2420,entre_semana,4168.03
2025-05-20,PEAJE RIO BLANCO,2895,1508,4403,entre_semana,4168.03
2025-05-20,PEAJE RIO BOGOTA,23693,23693,47386,entre_semana,4168.03
2025-05-20,PEAJE RIO FRIO,917,422,1339,entre_semana,4168.03
2025-05-20,PEAJE SABOYA,2311,1213,3524,entre_semana,4168.03
2025-05-20,PEAJE SACHICA,3683,1695,5378,entre_semana,4168.03
2025-05-20,PEAJE SAN DIEGO,3945,1995,5940,entre_semana,4168.03
2025-05-20,PEAJE SAN JUAN,5056,2555,7611,entre_semana,4168.03
2025-05-20,PEAJE SANCLEMENTE,800,390,1190,entre_semana,4168.03
2025-05-20,PEAJE TARAZA,2548,1370,3918,entre_semana,4168.03
2025-05-20,PEAJE TORO,1328,738,2066,entre_semana,4168.03
2025-05-20,PEAJE TUNEL LA LINEA QUINDIO,3610,0,3610,entre_semana,4168.03
2025-05-20,PEAJE TUNEL LA LINEA TOLIMA,3748,3748,7496,entre_semana,4168.03
2025-05-20,PEJE CARIMAGUA,2110,1096,3206,entre_semana,4168.03
2025-05-21,PEAJE  LA ESPERANZA,3748,1949,5697,entre_semana,4172.76
2025-05-21,PEAJE ARCABUCO,3499,1662,5161,entre_semana,4172.76
2025-05-21,PEAJE BICENTENARIO,1823,974,2797,entre_semana,4172.76
2025-05-21,PEAJE CANO,2534,1252,3786,entre_semana,4172.76
2025-05-21,PEAJE CASABLANCA,8156,4252,12408,entre_semana,4172.76
2025-05-21,PEAJE CERRITOS II,11546,6560,18106,entre_semana,4172.76
2025-05-21,PEAJE COCORNA,5477,2609,8086,entre_semana,4172.76
2025-05-21,PEAJE CURITI,4267,2377,6644,entre_semana,4172.76
2025-05-21,PEAJE EL BORDO,3360,1672,5032,entre_semana,4172.76
2025-05-21,PEAJE EL CORZO,9367,9367,18734,entre_semana,4172.76
2025-05-21,PEAJE EL CRUCERO,1937,941,2878,entre_semana,4172.76
2025-05-21,PEAJE EL KORAN,6023,3383,9406,entre_semana,4172.76
2025-05-21,PEAJE GARZON 1,5967,5967,11934,entre_semana,4172.76
2025-05-21,PEAJE GARZON 2,6086,0,6086,entre_semana,4172.76
2025-05-21,PEAJE LA PARADA,0,0,0,entre_semana,4172.76
2025-05-21,PEAJE LAS FLORES,10587,5283,15870,entre_semana,4172.76
2025-05-21,PEAJE LOS CUROS,4816,2579,7395,entre_semana,4172.76
2025-05-21,PEAJE LOS LLANOS,3370,1707,5077,entre_semana,4172.76
2025-05-21,PEAJE OIBA,3663,2036,5699,entre_semana,4172.76
2025-05-21,PEAJE PLATANAL,2107,1176,3283,entre_semana,4172.76
2025-05-21,PEAJE PUERTO TRIUNFO,4346,2380,6726,entre_semana,4172.76
2025-05-21,PEAJE RINCON HONDO,1797,945,2742,entre_semana,4172.76
2025-05-21,PEAJE RIO BLANCO,3073,1623,4696,entre_semana,4172.76
2025-05-21,PEAJE RIO BOGOTA,24269,24269,48538,entre_semana,4172.76
2025-05-21,PEAJE RIO FRIO,971,449,1420,entre_semana,4172.76
2025-05-21,PEAJE SABOYA,2299,1256,3555,entre_semana,4172.76
2025-05-21,PEAJE SACHICA,3588,1644,5232,entre_semana,4172.76
2025-05-21,PEAJE SAN DIEGO,4024,1962,5986,entre_semana,4172.76
2025-05-21,PEAJE SAN JUAN,5096,2629,7725,entre_semana,4172.76
2025-05-21,PEAJE SANCLEMENTE,914,454,1368,entre_semana,4172.76
2025-05-21,PEAJE TARAZA,2721,1365,4086,entre_semana,4172.76
2025-05-21,PEAJE TORO,1232,644,1876,entre_semana,4172.76
2025-05-21,PEAJE TUNEL LA LINEA QUINDIO,4030,0,4030,entre_semana,4172.76
2025-05-21,PEAJE TUNEL LA LINEA TOLIMA,3982,3982,7964,entre_semana,4172.76
2025-05-21,PEJE CARIMAGUA,2152,1149,3301,entre_semana,4172.76
2025-05-22,PEAJE  LA ESPERANZA,3927,1998,5925,entre_semana,4169.47
2025-05-22,PEAJE ARCABUCO,3501,1661,5162,entre_semana,4169.47
2025-05-22,PEAJE BICENTENARIO,1667,807,2474,entre_semana,4169.47
2025-05-22,PEAJE CANO,2542,1238,3780,entre_semana,4169.47
2025-05-22,PEAJE CASABLANCA,8501,4452,12953,entre_semana,4169.47
2025-05-22,PEAJE CERRITOS II,11838,6415,18253,entre_semana,4169.47
2025-05-22,PEAJE COCORNA,5487,2784,8271,entre_semana,4169.47
2025-05-22,PEAJE CURITI,4604,2441,7045,entre_semana,4169.47
2025-05-22,PEAJE EL BORDO,3415,1735,5150,entre_semana,4169.47
2025-05-22,PEAJE EL CORZO,9311,9311,18622,entre_semana,4169.47
2025-05-22,PEAJE EL CRUCERO,2071,1028,3099,entre_semana,4169.47
2025-05-22,PEAJE EL KORAN,5227,2494,7721,entre_semana,4169.47
2025-05-22,PEAJE GARZON 1,6130,6130,12260,entre_semana,4169.47
2025-05-22,PEAJE GARZON 2,6304,0,6304,entre_semana,4169.47
2025-05-22,PEAJE LA PARADA,0,0,0,entre_semana,4169.47
2025-05-22,PEAJE LAS FLORES,11017,5545,16562,entre_semana,4169.47
2025-05-22,PEAJE LOS CUROS,5169,2633,7802,entre_semana,4169.47
2025-05-22,PEAJE LOS LLANOS,3627,1769,5396,entre_semana,4169.47
2025-05-22,PEAJE OIBA,3971,2107,6078,entre_semana,4169.47
2025-05-22,PEAJE PLATANAL,2078,1077,3155,entre_semana,4169.47
2025-05-22,PEAJE PUERTO TRIUNFO,4323,2182,6505,entre_semana,4169.47
2025-05-22,PEAJE RINCON HONDO,1740,917,2657,entre_semana,4169.47
2025-05-22,PEAJE RIO BLANCO,3142,1624,4766,entre_semana,4169.47
2025-05-22,PEAJE RIO BOGOTA,23929,23929,47858,entre_semana,4169.47
2025-05-22,PEAJE RIO FRIO,1077,525,1602,entre_semana,4169.47
2025-05-22,PEAJE SABOYA,2553,1338,3891,entre_semana,4169.47
2025-05-22,PEAJE SACHICA,3843,1779,5622,entre_semana,4169.47
2025-05-22,PEAJE SAN DIEGO,4053,1993,6046,entre_semana,4169.47
2025-05-22,PEAJE SAN JUAN,5425,2782,8207,entre_semana,4169.47
2025-05-22,PEAJE SANCLEMENTE,889,442,1331,entre_semana,4169.47
2025-05-22,PEAJE TARAZA,2833,1439,4272,entre_semana,4169.47
2025-05-22,PEAJE TORO,1326,721,2047,entre_semana,4169.47
2025-05-22,PEAJE TUNEL LA LINEA QUINDIO,4309,0,4309,entre_semana,4169.47
2025-05-22,PEAJE TUNEL LA LINEA TOLIMA,4008,4008,8016,entre_semana,4169.47
2025-05-22,PEJE CARIMAGUA,2372,1170,3542,entre_semana,4169.47
2025-05-23,PEAJE  LA ESPERANZA,4221,2176,6397,entre_semana,4176.54
2025-05-23,PEAJE ARCABUCO,3987,1814,5801,entre_semana,4176.54
2025-05-23,PEAJE BICENTENARIO,2046,1090,3136,entre_semana,4176.54
2025-05-23,PEAJE CANO,2726,1487,4213,entre_semana,4176.54
2025-05-23,PEAJE CASABLANCA,9341,5108,14449,entre_semana,4176.54
2025-05-23,PEAJE CERRITOS II,12403,7034,19437,entre_semana,4176.54
2025-05-23,PEAJE COCORNA,5904,2847,8751,entre_semana,4176.54
2025-05-23,PEAJE CURITI,4680,2395,7075,entre_semana,4176.54
2025-05-23,PEAJE EL BORDO,3521,1652,5173,entre_semana,4176.54
2025-05-23,PEAJE EL CORZO,9881,9881,19762,entre_semana,4176.54
2025-05-23,PEAJE EL CRUCERO,2086,1105,3191,entre_semana,4176.54
2025-05-23,PEAJE EL KORAN,5500,2486,7986,entre_semana,4176.54
2025-05-23,PEAJE GARZON 1,6877,6877,13754,entre_semana,4176.54
2025-05-23,PEAJE GARZON 2,6689,0,6689,entre_semana,4176.54
2025-05-23,PEAJE LA PARADA,0,0,0,entre_semana,4176.54
2025-05-23,PEAJE LAS FLORES,11896,5906,17802,entre_semana,4176.54
2025-05-23,PEAJE LOS CUROS,5336,2673,8009,entre_semana,4176.54
2025-05-23,PEAJE LOS LLANOS,3381,1716,5097,entre_semana,4176.54
2025-05-23,PEAJE OIBA,3806,2042,5848,entre_semana,4176.54
2025-05-23,PEAJE PLATANAL,2232,1118,3350,entre_semana,4176.54
2025-05-23,PEAJE PUERTO TRIUNFO,4416,2274,6690,entre_semana,4176.54
2025-05-23,PEAJE RINCON HONDO,1900,1007,2907,entre_semana,4176.54
2025-05-23,PEAJE RIO BLANCO,3192,1545,4737,entre_semana,4176.54
2025-05-23,PEAJE RIO BOGOTA,26369,26369,52738,entre_semana,4176.54
2025-05-23,PEAJE RIO FRIO,1007,432,1439,entre_semana,4176.54
2025-05-23,PEAJE SABOYA,2603,1417,4020,entre_semana,4176.54
2025-05-23,PEAJE SACHICA,4719,2518,7237,entre_semana,4176.54
2025-05-23,PEAJE SAN DIEGO,4603,2195,6798,entre_semana,4176.54
2025-05-23,PEAJE SAN JUAN,5671,3037,8708,entre_semana,4176.54
2025-05-23,PEAJE SANCLEMENTE,968,501,1469,entre_semana,4176.54
2025-05-23,PEAJE TARAZA,2649,1291,3940,entre_semana,4176.54
2025-05-23,PEAJE TORO,1378,782,2160,entre_semana,4176.54
2025-05-23,PEAJE TUNEL LA LINEA QUINDIO,4098,0,4098,entre_semana,4176.54
2025-05-23,PEAJE TUNEL LA LINEA TOLIMA,3977,3977,7954,entre_semana,4176.54
2025-05-23,PEJE CARIMAGUA,2104,1121,3225,entre_semana,4176.54
2025-05-24,PEAJE  LA ESPERANZA,3972,2013,5985,fin_de_semana,4165.41
2025-05-24,PEAJE ARCABUCO,3700,1581,5281,fin_de_semana,4165.41
2025-05-24,PEAJE BICENTENARIO,1851,944,2795,fin_de_semana,4165.41
2025-05-24,PEAJE CANO,2418,1196,3614,fin_de_semana,4165.41
2025-05-24,PEAJE CASABLANCA,9189,5285,14474,fin_de_semana,4165.41
2025-05-24,PEAJE CERRITOS II,11008,6008,17016,fin_de_semana,4165.41
